,customer_id,transaction_count,most_recent_transaction_day,sum_profit,age,gender,wealth_segment,state,job_title,job_industry_category,owns_car,past_3_years_bike_related_purchases,tenure,property_valuation,label,job_cluster
8275,3191,8,2161,5673.639999999999,64.0,Female,Affluent Customer,QLD,Director of Sales,Financial Services,True,29.0,12.0,4.0,3,7.0
8283,409,4,2167,2267.84,45.0,Female,Mass Customer,NSW,Executive Secretary,Health,True,84.0,13.0,9.0,1,28.0
8287,1144,7,2171,5961.25,26.0,Male,High Net Worth,NSW,Environmental Specialist,Health,True,73.0,5.0,9.0,3,3.0
8294,2635,8,2222,5178.5599999999995,64.0,Male,Mass Customer,VIC,Nurse,Retail,False,45.0,14.0,8.0,3,10.0
8302,2320,3,2178,1690.96,57.0,Female,Affluent Customer,NSW,Senior Developer,Manufacturing,False,14.0,16.0,11.0,1,4.0
8305,1902,5,2206,2134.1,58.0,Female,Mass Customer,VIC,Environmental Tech,Financial Services,True,48.0,4.0,9.0,1,3.0
8310,791,6,2277,3819.0,55.0,Female,Mass Customer,VIC,Professor,Manufacturing,True,3.0,14.0,10.0,2,26.0
8316,848,4,2294,1964.5200000000002,44.0,Male,Mass Customer,QLD,VP Product Management,Manufacturing,False,79.0,13.0,7.0,0,17.0
8320,2181,8,2205,1765.32,49.0,Male,Mass Customer,NSW,Account Executive,IT,True,99.0,8.0,11.0,2,28.0
8328,1240,4,2159,3015.0499999999997,58.0,Female,Mass Customer,NSW,Sales Associate,Manufacturing,True,64.0,19.0,8.0,1,40.0
8332,3295,8,2173,5246.61,59.0,Male,High Net Worth,VIC,Human Resources Assistant III,Retail,True,14.0,9.0,4.0,3,25.0
8340,1522,5,2163,2089.87,29.0,Male,Mass Customer,NSW,Paralegal,Financial Services,False,57.0,7.0,9.0,1,0.0
8345,3489,6,2262,2644.4399999999996,54.0,Female,Mass Customer,NSW,Help Desk Operator,Argiculture,True,90.0,9.0,11.0,2,15.0
8351,63,3,2222,2190.05,58.0,Female,Mass Customer,NSW,Senior Quality Engineer,Retail,True,58.0,16.0,9.0,1,5.0
8354,3011,4,2189,1349.76,29.0,Female,High Net Worth,NSW,Staff Scientist,Financial Services,False,84.0,3.0,12.0,1,14.0
8358,3299,5,2184,2747.57,43.0,Female,Affluent Customer,VIC,Systems Administrator II,Manufacturing,True,27.0,12.0,6.0,1,20.0
8363,1225,4,2212,2078.59,35.0,Male,Mass Customer,VIC,Clinical Specialist,Health,True,5.0,10.0,10.0,1,3.0
8367,306,2,2277,239.35000000000002,50.0,Male,High Net Worth,VIC,Registered Nurse,Health,False,19.0,18.0,3.0,0,10.0
8369,3060,11,2183,5684.7300000000005,41.0,Male,Mass Customer,NSW,VP Accounting,Financial Services,True,28.0,6.0,8.0,3,7.0
8380,2199,4,2178,2644.0299999999997,40.0,Female,High Net Worth,NSW,Account Coordinator,Property,True,89.0,13.0,4.0,1,18.0
8384,1096,5,2209,2086.85,53.0,Male,High Net Worth,NSW,Software Test Engineer I,Health,False,33.0,14.0,9.0,1,6.0
8389,2544,6,2186,3044.7999999999997,35.0,Male,Mass Customer,NSW,VP Marketing,Manufacturing,True,73.0,16.0,7.0,2,12.0
8395,1360,3,2335,1906.1499999999996,53.0,Male,Mass Customer,VIC,Design Engineer,Manufacturing,True,41.0,15.0,5.0,0,16.0
8398,1380,3,2352,2550.9400000000005,25.0,Female,Mass Customer,VIC,Financial Analyst,Financial Services,False,99.0,3.0,9.0,0,13.0
8401,1433,3,2285,1908.57,65.0,Female,Mass Customer,NSW,Account Coordinator,IT,False,15.0,20.0,8.0,0,18.0
8404,3374,4,2155,5034.57,64.0,Female,Mass Customer,NSW,Sales Associate,Manufacturing,True,77.0,12.0,8.0,2,40.0
8408,800,6,2239,3239.48,44.0,Male,Mass Customer,QLD,Account Coordinator,Manufacturing,False,68.0,8.0,4.0,2,18.0
8414,1354,3,2228,2464.54,23.0,Female,Affluent Customer,VIC,Analyst Programmer,Financial Services,False,0.0,2.0,4.0,1,24.0
8417,1413,6,2157,3277.86,25.0,Female,Mass Customer,NSW,Administrative Assistant II,Financial Services,False,47.0,3.0,1.0,2,19.0
8423,1429,6,2185,861.6199999999999,42.0,Male,Mass Customer,NSW,Legal Assistant,Health,True,94.0,12.0,2.0,1,0.0
8429,1637,7,2297,4039.88,54.0,Male,High Net Worth,NSW,Statistician II,Manufacturing,False,78.0,6.0,9.0,2,39.0
8436,2442,6,2234,2619.54,66.0,Male,Affluent Customer,NSW,Social Worker,Health,True,8.0,17.0,11.0,2,0.0
8442,3129,5,2170,3590.37,68.0,Female,High Net Worth,QLD,Analog Circuit Design manager,Property,True,44.0,11.0,2.0,2,16.0
8447,1367,7,2165,2760.28,50.0,Female,Mass Customer,VIC,Internal Auditor,Retail,False,63.0,18.0,7.0,2,0.0
8454,2562,7,2255,3848.22,43.0,Male,Mass Customer,VIC,Internal Auditor,Retail,False,98.0,13.0,5.0,2,0.0
8461,2888,6,2183,5055.73,61.0,Male,High Net Worth,NSW,Project Manager,IT,True,37.0,16.0,7.0,2,8.0
8467,3334,8,2227,2428.32,58.0,Female,Mass Customer,NSW,VP Product Management,Health,True,63.0,12.0,12.0,2,17.0
8475,1801,8,2219,4098.59,46.0,Male,Affluent Customer,QLD,Legal Assistant,Manufacturing,False,48.0,21.0,7.0,2,0.0
8483,2012,5,2167,2714.3,51.0,Female,High Net Worth,NSW,Health Coach I,Health,False,55.0,4.0,8.0,1,27.0
8488,2454,10,2183,6272.209999999999,63.0,Female,Mass Customer,NSW,Senior Sales Associate,Property,True,81.0,12.0,8.0,3,40.0
8498,849,6,2181,4284.21,54.0,Male,Mass Customer,QLD,Librarian,Entertainment,False,72.0,10.0,7.0,2,0.0
8504,1585,8,2191,3461.65,62.0,Male,Mass Customer,NSW,Pharmacist,Health,True,87.0,5.0,10.0,2,0.0
8512,1195,5,2173,3463.8100000000004,45.0,Female,Mass Customer,VIC,VP Marketing,Telecommunications,False,0.0,18.0,8.0,2,12.0
8517,699,3,2209,976.24,51.0,Female,Affluent Customer,NSW,Account Representative IV,IT,True,16.0,16.0,6.0,1,33.0
8520,2062,5,2196,3465.41,47.0,Male,Mass Customer,QLD,Junior Executive,Retail,False,67.0,18.0,7.0,2,28.0
8525,3221,9,2265,4743.61,64.0,Female,High Net Worth,QLD,Internal Auditor,Property,True,59.0,11.0,8.0,3,0.0
8534,2746,3,2162,2316.34,70.0,Female,High Net Worth,VIC,Actuary,Financial Services,True,97.0,7.0,8.0,1,0.0
8537,1546,6,2223,2501.87,67.0,Female,Mass Customer,NSW,Compensation Analyst,Financial Services,True,22.0,8.0,10.0,2,9.0
8543,299,7,2246,6897.920000000001,67.0,Female,Mass Customer,NSW,Budget/Accounting Analyst I,Financial Services,True,80.0,7.0,9.0,3,29.0
8550,2179,7,2190,3631.27,63.0,Male,Mass Customer,VIC,Desktop Support Technician,Manufacturing,False,15.0,17.0,10.0,2,0.0
8557,2330,3,2158,1203.34,33.0,Female,Mass Customer,NSW,Account Coordinator,Property,False,5.0,9.0,8.0,1,18.0
8560,21,5,2160,4229.41,43.0,Male,Affluent Customer,NSW,Safety Technician I,Manufacturing,True,74.0,16.0,7.0,2,31.0
8565,1581,8,2190,2944.09,49.0,Female,Mass Customer,NSW,Recruiter,Argiculture,False,26.0,13.0,6.0,2,0.0
8573,395,6,2184,3528.19,46.0,Male,High Net Worth,VIC,Data Coordiator,Retail,True,28.0,9.0,7.0,2,0.0
8579,115,8,2168,3135.87,41.0,Male,Mass Customer,VIC,Account Executive,Health,False,77.0,18.0,1.0,2,28.0
8587,1136,5,2189,3394.1,46.0,Male,High Net Worth,NSW,Executive Secretary,Property,False,72.0,7.0,9.0,2,28.0
8592,447,5,2154,2690.73,22.0,Female,Mass Customer,NSW,Help Desk Technician,Argiculture,True,98.0,1.0,10.0,1,15.0
8597,986,8,2229,4272.969999999999,29.0,Male,Mass Customer,QLD,Office Assistant I,Manufacturing,True,3.0,8.0,3.0,2,23.0
8605,1410,7,2214,5597.11,26.0,Female,High Net Worth,NSW,Marketing Manager,Retail,True,10.0,6.0,5.0,3,12.0
8612,180,7,2165,4065.35,52.0,Female,Affluent Customer,QLD,Web Designer III,Argiculture,False,16.0,14.0,8.0,2,11.0
8619,1372,6,2220,2935.6800000000003,43.0,Male,Affluent Customer,VIC,Computer Systems Analyst III,Manufacturing,False,44.0,17.0,8.0,2,35.0
8625,308,6,2179,4086.21,40.0,Male,High Net Worth,VIC,Database Administrator I,IT,False,2.0,4.0,5.0,2,32.0
8631,509,6,2243,4389.7300000000005,44.0,Male,Affluent Customer,QLD,Developer II,Financial Services,True,64.0,21.0,6.0,2,4.0
8637,424,7,2228,4525.1900000000005,45.0,Male,High Net Worth,VIC,Research Nurse,Health,False,77.0,9.0,11.0,2,10.0
8644,2226,8,2203,3121.7000000000003,68.0,Female,Mass Customer,QLD,Biostatistician II,Entertainment,False,10.0,11.0,8.0,2,37.0
8652,1125,5,2183,2839.93,33.0,Male,Affluent Customer,NSW,Software Test Engineer III,IT,False,25.0,9.0,9.0,1,6.0
8657,1933,8,2195,4271.39,43.0,Male,Affluent Customer,NSW,Automation Specialist I,Manufacturing,False,72.0,18.0,11.0,2,36.0
8665,1840,7,2252,2259.16,46.0,Male,High Net Worth,NSW,Staff Scientist,Argiculture,True,22.0,20.0,10.0,2,14.0
8672,951,6,2160,1740.6100000000001,24.0,Male,Mass Customer,NSW,Assistant Media Planner,Entertainment,False,44.0,1.0,9.0,1,0.0
8678,725,11,2157,7321.5,58.0,Male,High Net Worth,QLD,Design Engineer,Health,True,61.0,19.0,8.0,3,16.0
8689,1169,7,2216,4318.2,56.0,Female,Mass Customer,NSW,Actuary,Financial Services,True,33.0,13.0,10.0,2,0.0
8696,502,4,2320,2508.8100000000004,52.0,Female,Mass Customer,QLD,Teacher,Manufacturing,False,39.0,18.0,3.0,0,0.0
8700,2523,9,2168,4572.03,62.0,Female,Mass Customer,QLD,VP Marketing,Financial Services,True,28.0,9.0,4.0,3,12.0
8709,2725,4,2330,353.3500000000002,58.0,Female,Affluent Customer,NSW,Senior Quality Engineer,Property,False,20.0,11.0,7.0,0,5.0
8713,192,4,2233,1519.4700000000003,45.0,Female,Mass Customer,VIC,Junior Executive,Health,True,2.0,8.0,6.0,1,28.0
8717,1690,9,2170,2570.54,34.0,Male,Affluent Customer,NSW,Food Chemist,Health,True,6.0,16.0,10.0,2,0.0
8726,2601,8,2190,4582.12,48.0,Female,Affluent Customer,NSW,Software Engineer III,Financial Services,False,48.0,13.0,7.0,3,6.0
8734,2681,5,2204,2561.48,49.0,Female,Affluent Customer,VIC,Programmer Analyst III,Manufacturing,True,78.0,18.0,8.0,1,24.0
8739,1525,3,2178,1909.17,57.0,Female,High Net Worth,NSW,Database Administrator III,Financial Services,False,43.0,5.0,8.0,1,32.0
8742,245,5,2166,2213.0199999999995,22.0,Female,Affluent Customer,VIC,Associate Professor,Financial Services,False,6.0,1.0,1.0,1,26.0
8747,202,3,2172,1295.91,60.0,Female,Affluent Customer,QLD,Librarian,Entertainment,True,38.0,16.0,5.0,1,0.0
8750,342,3,2247,468.8599999999999,36.0,Male,High Net Worth,NSW,Programmer IV,Health,False,40.0,2.0,10.0,1,24.0
8753,3413,4,2179,4076.1800000000003,26.0,Female,Mass Customer,NSW,VP Accounting,Financial Services,False,93.0,3.0,10.0,2,7.0
8757,697,4,2165,3996.6,36.0,Male,Mass Customer,QLD,Environmental Specialist,Entertainment,False,25.0,10.0,7.0,2,3.0
8761,2228,4,2322,1425.2700000000002,67.0,Female,High Net Worth,VIC,Geological Engineer,Manufacturing,False,12.0,9.0,3.0,0,2.0
8765,775,7,2212,2862.3300000000004,41.0,Male,Affluent Customer,QLD,Accounting Assistant IV,Manufacturing,False,66.0,4.0,4.0,2,30.0
8772,1660,6,2230,2624.36,43.0,Male,Affluent Customer,VIC,Internal Auditor,Retail,False,85.0,15.0,10.0,2,0.0
8778,122,5,2162,2695.2200000000003,44.0,Male,Mass Customer,QLD,Quality Control Specialist,Financial Services,True,87.0,12.0,2.0,1,5.0
8783,221,6,2172,3865.6800000000003,43.0,Female,Mass Customer,NSW,Tax Accountant,Manufacturing,False,14.0,14.0,8.0,2,1.0
8789,188,6,2169,2658.87,48.0,Female,High Net Worth,NSW,Safety Technician II,Property,True,54.0,13.0,11.0,2,31.0
8795,1148,3,2162,1689.75,36.0,Male,High Net Worth,NSW,Statistician IV,Financial Services,False,60.0,5.0,5.0,1,39.0
8798,417,7,2224,3807.6400000000003,52.0,Female,Mass Customer,VIC,Biostatistician IV,Argiculture,False,37.0,15.0,8.0,2,37.0
8805,1207,6,2167,1108.1999999999998,26.0,Female,Mass Customer,NSW,Engineer IV,Health,False,30.0,1.0,4.0,1,2.0
8811,1280,4,2260,2799.4199999999996,45.0,Male,High Net Worth,QLD,Marketing Assistant,Manufacturing,True,71.0,15.0,7.0,1,12.0
8815,856,7,2155,2912.65,35.0,Male,Mass Customer,VIC,Quality Engineer,Financial Services,True,63.0,9.0,7.0,2,5.0
8822,1095,4,2168,4498.34,65.0,Female,Mass Customer,NSW,Project Manager,Health,False,2.0,6.0,9.0,2,8.0
8826,2914,12,2166,6835.96,41.0,Female,Affluent Customer,NSW,Health Coach IV,Health,True,76.0,11.0,9.0,3,27.0
8838,1092,5,2356,1245.27,88.0,Female,Mass Customer,VIC,VP Quality Control,Retail,False,56.0,5.0,3.0,0,5.0
8843,1313,7,2161,4753.51,37.0,Male,Mass Customer,QLD,Analyst Programmer,Property,False,59.0,22.0,4.0,2,24.0
8850,1863,5,2400,5786.77,45.0,Male,High Net Worth,NSW,VP Product Management,Telecommunications,False,10.0,20.0,1.0,0,17.0
8855,3003,9,2265,5168.14,60.0,Female,Mass Customer,NSW,Web Developer I,Retail,True,72.0,4.0,8.0,3,4.0
8864,3114,4,2157,1942.45,49.0,Male,Mass Customer,NSW,Teacher,IT,True,48.0,18.0,5.0,1,0.0
8868,3105,6,2164,4916.08,58.0,Male,Mass Customer,QLD,Teacher,Health,False,88.0,12.0,7.0,2,0.0
8874,2816,10,2162,5878.47,33.0,Female,Mass Customer,QLD,Administrative Assistant II,Financial Services,True,87.0,14.0,9.0,3,19.0
8884,926,6,2166,1414.17,58.0,Male,Affluent Customer,NSW,Professor,Telecommunications,False,18.0,10.0,8.0,1,26.0
8890,610,9,2200,3399.91,65.0,Male,Mass Customer,NSW,Help Desk Technician,Financial Services,True,45.0,15.0,6.0,2,15.0
8899,2899,6,2184,2554.4900000000002,33.0,Female,High Net Worth,NSW,Nuclear Power Engineer,Manufacturing,False,13.0,4.0,1.0,2,2.0
8905,528,7,2288,4175.150000000001,44.0,Female,Mass Customer,NSW,Registered Nurse,Health,False,10.0,4.0,10.0,2,10.0
8912,925,9,2166,4371.16,45.0,Male,Affluent Customer,NSW,Accountant IV,Manufacturing,False,42.0,16.0,4.0,3,1.0
8921,2654,9,2262,5504.95,45.0,Female,Mass Customer,NSW,Tax Accountant,Telecommunications,False,83.0,13.0,10.0,3,1.0
8930,3404,5,2205,2729.79,50.0,Female,Affluent Customer,NSW,GIS Technical Architect,Property,False,2.0,22.0,11.0,1,0.0
8935,634,7,2171,2853.18,45.0,Female,Mass Customer,NSW,Speech Pathologist,Manufacturing,False,35.0,15.0,3.0,2,0.0
8942,1481,8,2174,2551.0499999999997,47.0,Female,Affluent Customer,NSW,Senior Financial Analyst,Financial Services,False,93.0,14.0,3.0,2,13.0
8950,2975,3,2323,2020.68,42.0,Female,Mass Customer,NSW,Senior Cost Accountant,Financial Services,False,67.0,14.0,9.0,0,1.0
8953,728,9,2179,6411.76,67.0,Male,Mass Customer,VIC,VP Accounting,Financial Services,True,60.0,8.0,6.0,3,7.0
8962,2661,5,2162,3638.75,46.0,Female,High Net Worth,NSW,VP Marketing,Financial Services,True,59.0,12.0,7.0,2,12.0
8967,3165,8,2231,3167.89,48.0,Female,Affluent Customer,NSW,Business Systems Development Analyst,Manufacturing,True,56.0,10.0,9.0,2,9.0
8975,303,3,2197,3247.08,49.0,Female,Mass Customer,NSW,Assistant Professor,Argiculture,True,59.0,14.0,9.0,1,26.0
8978,1006,8,2191,4687.53,46.0,Male,Affluent Customer,VIC,Quality Control Specialist,Telecommunications,True,15.0,19.0,8.0,3,5.0
8986,639,6,2162,2516.35,49.0,Male,Mass Customer,NSW,Nuclear Power Engineer,Manufacturing,False,51.0,16.0,7.0,2,2.0
8992,723,8,2169,3489.9599999999996,60.0,Female,Mass Customer,NSW,Food Chemist,Health,True,41.0,6.0,9.0,2,0.0
9000,1736,6,2208,3759.2799999999997,25.0,Male,Affluent Customer,QLD,Associate Professor,IT,False,83.0,4.0,4.0,2,26.0
9006,915,5,2182,1260.1299999999999,39.0,Female,Mass Customer,NSW,Budget/Accounting Analyst IV,Entertainment,False,17.0,7.0,5.0,1,29.0
9011,51,8,2209,4855.400000000001,63.0,Male,Mass Customer,QLD,Computer Systems Analyst II,Retail,False,68.0,18.0,5.0,3,35.0
9019,3258,8,2171,4821.9,44.0,Female,Mass Customer,NSW,Sales Representative,Retail,True,77.0,18.0,9.0,3,7.0
9027,2392,5,2180,1547.88,22.0,Female,Affluent Customer,NSW,Marketing Assistant,Manufacturing,False,48.0,2.0,6.0,1,12.0
9032,1798,7,2167,2934.7599999999998,23.0,Female,High Net Worth,VIC,Electrical Engineer,Manufacturing,True,46.0,1.0,6.0,2,2.0
9039,2873,3,2258,2127.43,42.0,Female,Mass Customer,NSW,Cost Accountant,Financial Services,False,59.0,13.0,8.0,1,1.0
9042,1550,6,2196,3172.63,37.0,Female,Mass Customer,NSW,Programmer Analyst II,IT,True,3.0,12.0,10.0,2,24.0
9048,117,10,2159,6917.34,41.0,Female,Mass Customer,QLD,Marketing Manager,Manufacturing,False,75.0,15.0,6.0,3,12.0
9058,304,9,2234,2785.0400000000004,54.0,Male,Mass Customer,NSW,VP Marketing,Manufacturing,True,36.0,15.0,11.0,2,12.0
9067,2132,8,2172,6401.83,38.0,Female,High Net Worth,NSW,Human Resources Manager,Financial Services,True,16.0,22.0,9.0,3,25.0
9075,3423,4,2231,751.3200000000002,23.0,Female,Affluent Customer,VIC,Registered Nurse,Health,False,57.0,1.0,9.0,1,10.0
9079,991,6,2301,2655.6000000000004,31.0,Female,Mass Customer,VIC,Financial Analyst,Financial Services,True,11.0,10.0,9.0,0,13.0
9085,1954,8,2254,4938.280000000001,55.0,Male,Affluent Customer,NSW,VP Sales,Manufacturing,False,88.0,5.0,9.0,3,7.0
9093,2539,5,2194,2862.41,56.0,Male,Affluent Customer,NSW,Nuclear Power Engineer,Manufacturing,True,68.0,12.0,7.0,1,2.0
9098,477,5,2189,3375.06,62.0,Female,High Net Worth,NSW,Media Manager II,Financial Services,True,32.0,13.0,9.0,2,38.0
9103,2130,8,2155,4253.77,33.0,Female,High Net Worth,NSW,Structural Engineer,Property,True,95.0,16.0,2.0,2,2.0
9111,2263,5,2189,3371.48,36.0,Female,Mass Customer,VIC,Professor,Argiculture,True,79.0,21.0,4.0,2,26.0
9116,1663,6,2167,2991.5200000000004,45.0,Female,High Net Worth,NSW,VP Quality Control,Property,True,68.0,9.0,10.0,2,5.0
9122,1552,5,2253,5400.320000000001,35.0,Male,Mass Customer,NSW,Research Associate,Entertainment,True,80.0,8.0,10.0,2,40.0
9127,1895,5,2161,541.1299999999999,48.0,Female,Mass Customer,VIC,Technical Writer,Manufacturing,False,53.0,15.0,11.0,1,0.0
9132,3087,6,2238,3708.87,37.0,Male,Mass Customer,NSW,Social Worker,Health,False,64.0,9.0,8.0,2,0.0
9138,169,3,2215,696.26,66.0,Male,High Net Worth,NSW,Data Coordiator,Telecommunications,True,20.0,5.0,9.0,1,0.0
9141,3142,4,2166,900.0,31.0,Male,Mass Customer,NSW,Electrical Engineer,Manufacturing,False,98.0,6.0,9.0,1,2.0
9145,649,5,2165,263.5399999999999,48.0,Female,Mass Customer,NSW,Legal Assistant,Financial Services,True,23.0,10.0,8.0,1,0.0
9150,2861,8,2227,4518.27,48.0,Female,Mass Customer,QLD,VP Quality Control,Financial Services,True,4.0,4.0,9.0,2,5.0
9158,380,8,2189,6196.16,67.0,Female,Mass Customer,QLD,Structural Engineer,Property,False,66.0,17.0,1.0,3,2.0
9166,3432,8,2260,3707.7000000000007,34.0,Female,Mass Customer,QLD,Junior Executive,Argiculture,True,99.0,2.0,7.0,2,28.0
9174,608,8,2239,4050.11,43.0,Female,High Net Worth,QLD,Accounting Assistant I,Retail,True,55.0,12.0,6.0,2,30.0
9182,2187,7,2217,5644.17,25.0,Female,Mass Customer,NSW,Budget/Accounting Analyst I,Health,False,52.0,2.0,9.0,3,29.0
9189,2817,3,2169,1616.56,36.0,Female,Affluent Customer,NSW,Senior Financial Analyst,Financial Services,True,33.0,6.0,10.0,1,13.0
9192,2007,3,2177,4150.16,53.0,Male,Mass Customer,NSW,Programmer I,Manufacturing,True,8.0,15.0,8.0,1,24.0
9195,930,2,2301,150.89,52.0,Female,Mass Customer,NSW,Executive Secretary,Retail,True,86.0,8.0,6.0,0,28.0
9197,143,4,2167,2474.77,66.0,Male,Mass Customer,QLD,Operator,Argiculture,True,19.0,11.0,6.0,1,15.0
9201,2045,9,2209,5224.69,39.0,Female,High Net Worth,NSW,VP Sales,Financial Services,False,15.0,15.0,11.0,3,7.0
9210,2418,7,2156,5457.09,53.0,Female,Mass Customer,VIC,Software Engineer III,Property,True,82.0,13.0,5.0,3,6.0
9217,960,4,2232,3516.3700000000003,55.0,Male,Mass Customer,VIC,GIS Technical Architect,Health,True,1.0,12.0,8.0,1,0.0
9221,3418,5,2244,2033.0099999999998,63.0,Female,High Net Worth,NSW,Systems Administrator IV,Health,False,18.0,19.0,1.0,1,20.0
9226,692,9,2204,5027.49,35.0,Male,Mass Customer,NSW,Database Administrator IV,Property,False,42.0,7.0,9.0,3,32.0
9235,171,8,2172,4833.14,52.0,Female,Mass Customer,NSW,Assistant Manager,Manufacturing,False,62.0,10.0,11.0,3,8.0
9243,1066,3,2320,1396.98,28.0,Male,High Net Worth,VIC,Recruiter,Telecommunications,False,45.0,12.0,10.0,0,0.0
9246,400,5,2288,2688.92,61.0,Female,Mass Customer,VIC,Financial Analyst,Financial Services,False,86.0,5.0,11.0,0,13.0
9251,2680,9,2170,3560.18,64.0,Female,Mass Customer,VIC,Financial Analyst,Financial Services,True,0.0,14.0,11.0,2,13.0
9260,1387,1,2369,641.64,46.0,Female,Mass Customer,VIC,Chemical Engineer,Manufacturing,True,33.0,4.0,6.0,0,2.0
9261,2501,7,2172,1813.87,52.0,Female,Mass Customer,NSW,Actuary,Financial Services,True,80.0,10.0,9.0,2,0.0
9268,3138,4,2223,3168.15,52.0,Male,Mass Customer,NSW,Paralegal,Financial Services,True,34.0,6.0,10.0,1,0.0
9272,1685,2,2179,677.1800000000001,51.0,Female,Mass Customer,VIC,Budget/Accounting Analyst III,IT,False,32.0,8.0,9.0,1,29.0
9274,2056,2,2208,1028.46,37.0,Female,High Net Worth,NSW,Biostatistician IV,Property,False,65.0,22.0,8.0,1,37.0
9276,3441,5,2292,2119.43,35.0,Female,High Net Worth,VIC,Legal Assistant,Manufacturing,True,44.0,20.0,9.0,0,0.0
9281,1809,6,2181,3918.15,62.0,Female,Mass Customer,NSW,Programmer II,Health,True,67.0,19.0,7.0,2,24.0
9287,3181,6,2163,5001.0,47.0,Male,High Net Worth,NSW,Senior Editor,Financial Services,False,39.0,6.0,2.0,2,34.0
9293,1014,7,2158,3933.79,63.0,Male,Mass Customer,NSW,Senior Developer,Property,True,60.0,8.0,8.0,2,4.0
9300,1375,5,2236,1849.91,44.0,Male,Affluent Customer,VIC,Analog Circuit Design manager,Financial Services,False,36.0,18.0,8.0,1,16.0
9305,350,6,2158,1008.7100000000003,45.0,Female,Mass Customer,VIC,Clinical Specialist,Health,True,47.0,9.0,9.0,1,3.0
9311,710,6,2193,5201.39,53.0,Male,High Net Worth,NSW,Sales Representative,Retail,True,76.0,13.0,8.0,2,7.0
9317,2726,9,2181,5184.97,47.0,Male,Affluent Customer,NSW,Administrative Officer,Financial Services,False,49.0,4.0,7.0,3,19.0
9326,1259,7,2195,3342.13,49.0,Female,Mass Customer,QLD,Assistant Professor,Financial Services,False,23.0,9.0,1.0,2,26.0
9333,387,3,2185,3417.7799999999997,46.0,Male,Mass Customer,NSW,Administrative Officer,Financial Services,False,34.0,22.0,10.0,1,19.0
9336,458,5,2180,1247.24,54.0,Male,Affluent Customer,VIC,Account Representative IV,Manufacturing,True,57.0,18.0,8.0,1,33.0
9341,2602,8,2225,4240.08,46.0,Female,Mass Customer,NSW,Structural Analysis Engineer,Health,False,46.0,3.0,12.0,2,2.0
9349,35,4,2246,3706.5099999999998,60.0,Female,High Net Worth,QLD,Information Systems Manager,Health,True,40.0,16.0,6.0,1,9.0
9353,1161,4,2166,2669.74,46.0,Female,Mass Customer,QLD,Senior Quality Engineer,Retail,False,86.0,15.0,7.0,1,5.0
9357,1959,8,2295,3479.22,45.0,Male,Mass Customer,QLD,Director of Sales,Health,True,3.0,16.0,9.0,2,7.0
9365,2374,7,2168,5300.04,30.0,Male,Mass Customer,VIC,Design Engineer,Financial Services,False,6.0,9.0,9.0,3,16.0
9372,378,7,2278,3236.3199999999997,49.0,Female,Mass Customer,NSW,Senior Developer,Retail,False,98.0,17.0,9.0,2,4.0
9379,3152,6,2165,2168.41,24.0,Female,High Net Worth,QLD,Teacher,Financial Services,True,6.0,3.0,7.0,2,0.0
9385,2994,3,2169,179.84,47.0,Female,Mass Customer,NSW,Accountant II,Manufacturing,True,26.0,18.0,8.0,1,1.0
